filename,point_name,treatment,lat,lon,site_code,tree_cover,tree_height,DBH,shrub_height,shrub_cover
cunnamulla_1088_intermediate_growth_1_1792-20220406-020745.csv,int_growth1,intermediate,-27.992356,145.525884,IM01,32.2,7.55,23.95,2.563636364,12.2
cunnamulla_1088_intermediate_growth_2_1793-20220406-020815.csv,int_growth2,intermediate,-27.984654,145.528043,IM02,37.3,8.635,12.10769231,1.745,0
cunnamulla_1088_intermediate_growth_3_1794-20220406-020831.csv,int_growth3,intermediate,-27.956989,145.537262,IM03,57.5,7.5,27.6125,0.5,1.4
cunnamulla_1088_old_mulga_1_1750-20220406-022927.csv,old_mulga1,old,-27.958167,145.57821,OM01,61.8,12.03846154,19.45,1.993636364,31.51
cunnamulla_1088_old_mulga_2_1790-20220406-020854.csv,old_mulga2,old,-27.985068,145.598853,OM02,74,10.53,48.92,1.708,6.2
cunnamulla_1088_old_mulga_3_1791-20220406-020912.csv,old_mulga3,old,-28.007207,145.557665,OM03,43.5,13.9,44.53333333,3.24,12
cunnamulla_1088_regrowth_mulga_1_1796-20220406-020928.csv,regrowth_mulga1,regrowth,-27.97545,145.524935,RM01,5.1,5.5,17,3.079017857,33
cunnamulla_1088_regrowth_mulga_2_1797-20220406-020941.csv,regrowth_mulga2,regrowth,-27.970789,145.528821,RM02,9.2,7.1,35,2.795,6.7
cunnamulla_1088_regrowth_mulga_3_1798-20220406-020956.csv,regrowth_mulga3,regrowth,-27.968159,145.513344,RM03,0,0,5.866666667,2.168666667,70.8
